Step,Dune,X,Y
1476,D18,802.3,217.7
1476,D18,758.6,222.4
1491,A22,936.4,158.1
1491,A22,935.6,177.2
1491,A22,846.7,166.9
1491,B18,1104.7,265.3
1491,B18,1104.7,255.0
1491,B18,1051.5,255.8
1491,C18,250.6,239.1
1491,C18,250.6,226.4
1491,C18,207.7,232.0
1491,D18,783.2,231.2
1491,D18,783.2,216.1
1491,D18,735.6,219.3
1510,A23,953.9,201.8
1510,A23,953.9,213.7
1510,A23,910.2,203.4
1510,B18,1081.7,262.9
1510,B18,1081.7,253.4
1510,B18,1023.8,254.2
1510,C18,239.5,240.7
1510,C18,239.5,227.2
1510,C18,186.3,229.6
1510,D18,769.7,229.6
1510,D18,770.5,215.3
1510,D18,721.3,216.9
1527,A23,920.6,201.0
1527,A23,920.6,212.9
1527,A23,876.1,200.2
1527,B18,1069.0,263.7
1527,B18,1069.8,253.4
1527,B18,1000.7,253.4
1527,C18,224.4,239.9
1527,C18,224.4,224.8
1527,C18,169.6,232.0
1527,D18,756.2,227.2
1527,D18,756.2,212.1
1527,D18,703.8,213.7
1541,A24,935.6,197.8
1541,A24,935.6,211.3
1541,A24,853.9,203.4
1541,B18,1055.5,262.1
1541,B18,1055.5,253.4
1541,B18,985.6,252.6
1541,C18,221.3,241.0
1541,C18,221.3,222.3
1541,C18,167.0,233.9
1541,D18,689.6,232.0
1541,D18,689.6,218.5
1541,D18,626.8,224.8
1560,A25,919.0,145.4
1560,A25,918.2,168.5
1560,A25,826.9,152.6
1560,D18,661.8,232.0
1560,D18,661.8,220.9
1560,D18,606.2,223.2
1571,A25,890.4,143.1
1571,A25,889.6,166.1
1571,A25,803.9,147.0
1571,B19,1022.2,262.9
1571,B19,1022.2,255.0
1571,B19,964.2,253.4
1571,D18,661.8,230.4
1571,D18,661.8,220.9
1571,D18,589.5,223.2
1589,A25,832.5,147.5
1589,A25,832.5,163.5
1589,A25,749.9,150.2
1589,B19,1000.7,262.1
1589,B19,1000.7,253.4
1589,B19,953.9,252.6
1589,C19,480.8,51.0
1589,C19,820.5,24.0
1589,C19,820.5,93.0
1589,D18,651.4,232.0
1589,D18,651.4,219.3
1589,D18,574.4,222.4
1599,A25,813.4,147.8
1599,A25,813.4,164.5
1599,A25,745.1,154.2
1599,B19,1000.7,259.8
1599,B19,1000.7,253.4
1599,B19,961.0,255.0
1599,C19,405.4,44.6
1599,C19,756.2,18.4
1599,C19,754.6,92.3
1599,D18,639.5,232.8
1599,D18,640.3,218.5
1599,D18,568.1,223.2
1613,A26,487.1,124.8
1613,A26,487.9,148.6
1613,A26,408.5,135.9
1613,B19,984.9,253.4
1613,B19,984.9,261.3
1613,B19,941.2,254.2
1613,C19,322.8,45.4
1613,C19,691.9,14.5
1613,C19,691.9,90.7
1613,D18,629.2,233.6
1613,D18,629.2,216.9
1613,D18,546.7,223.2
1637,C19,267.2,43.8
1637,C19,568.1,19.2
1637,C19,568.1,83.5
1637,D18,611.8,235.1
1637,D18,611.8,217.7
1637,D18,534.8,224.8
1659,C20,256.1,116.1
1659,C20,418.1,104.2
1659,C20,418.1,133.5
1659,D19,830.9,215.3
1659,D19,831.6,190.7
1659,D19,699.9,199.4
1669,C20,166.4,123.2
1669,C20,372.0,102.6
1669,C20,372.0,139.9
1669,D19,814.2,217.7
1669,D19,815.0,185.1
1669,D19,696.7,197.8
1687,B20,984.9,239.9
1687,B20,984.9,257.4
1687,B20,914.2,243.9
1704,B20,965.8,242.3
1704,B20,965.8,258.2
1704,B20,897.5,244.7
1716,B20,953.9,242.3
1716,B20,953.9,257.4
1716,B20,883.2,245.5
1723,B20,953.9,242.3
1723,B20,953.9,255.8
1723,B20,874.5,243.9
1723,D20,722.9,217.7
1723,D20,722.9,191.5
1723,D20,524.4,200.2
1730,A27,821.3,135.9
1730,A27,821.3,170.8
1730,A27,613.3,153.4
1730,B20,946.0,241.5
1730,B20,946.0,255.0
1730,B20,872.1,243.1
1730,D20,715.7,218.5
1730,D20,715.7,188.3
1730,D20,524.4,200.2
1742,B20,930.9,239.9
1742,B20,930.1,255.0
1742,B20,858.6,241.5
1754,A27,646.7,134.3
1754,A27,645.9,180.4
1754,A27,386.3,154.2
1754,B20,907.1,239.9
1754,B20,906.3,251.8
1754,B20,850.7,238.3
1764,A27,615.7,131.9
1764,A27,615.7,183.5
1764,A27,386.3,154.2
1764,B20,893.6,239.9
1764,B20,893.6,251.0
1764,B20,835.6,237.5
1774,A27,598.3,147.0
1774,A27,599.9,181.2
1774,A27,372.8,151.0
1774,B20,887.2,239.9
1774,B20,886.4,251.0
1774,B20,830.1,239.1
